Universidade;Ano;Mês;Função;Grupo Natureza;Origem Recursos;Orçamento Inicial LOA;Total Orçamentário Até Mês;Total Orçamentário No Mês;Disponibilidade Orçamentária Até Mês;Disponibilidade Orçamentária No Mês;Empenhado Até Mês;Empenhado No Mês;Liquidado Até Mês;Liquidado No Mês;Pago Até Mês;Pago No Mês;Valor Empenhado;Valor Liquidado;Valor Pago;Fator Correção
45.30 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE LONDRINA - UEL;2003;12;10 - SAÚDE;3 - OUTRAS DESPESAS CORRENTES;T - TESOURO;2475586,34;0;0;0;0;0;0;0;0;0;0;0;0;0;3,300781793
45.30 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE LONDRINA - UEL;2003;12;10 - SAÚDE;4 - INVESTIMENTOS;T - TESOURO;12377931,72;-12377931,72;1345068,58;0;1345068,58;0;0;0;0;0;0;0;0;0;3,300781793
45.30 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE LONDRINA - UEL;2003;12;12 - EDUCAÇÃO;3 - OUTRAS DESPESAS CORRENTES;O - OUTRAS FONTES;47394605,46;0;47933359,06;0;46633431,97;3772690,21;38541446,84;4324023,79;33292509,07;4320948,55;33292509,07;38541446,84;33292509,07;33292509,07;3,300781793
45.30 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE LONDRINA - UEL;2003;12;12 - EDUCAÇÃO;4 - INVESTIMENTOS;O - OUTRAS FONTES;44629870,63;0;44091117,02;0;12235453,48;3358913,38;8298784,32;427075,22;4472036,55;427075,22;4472036,55;8298784,32;4472036,55;4472036,55;3,300781793
45.30 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE LONDRINA - UEL;2003;12;12 - EDUCAÇÃO;1 - PESSOAL E ENCARGOS SOCIAIS;T - TESOURO;304445859,3;2783040,97;307228900,2;77116099,02;307228900,2;77873590,22;307210630,2;72145844,31;300398935,3;72145844,31;300398935,3;307210630,2;300398935,3;300398935,3;3,300781793
45.30 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE LONDRINA - UEL;2003;12;12 - EDUCAÇÃO;3 - OUTRAS DESPESAS CORRENTES;T - TESOURO;23807713,88;792187,63;24656839,99;792187,63;24656839,99;2431457,43;24535786,76;1532106,39;19795292,18;1532106,39;19795292,18;24535786,76;19795292,18;19795292,18;3,300781793
45.30 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE LONDRINA - UEL;2003;12;12 - EDUCAÇÃO;4 - INVESTIMENTOS;T - TESOURO;6700587,04;-1801005,57;4899581,47;0;4899581,47;2034748,78;4449270,63;1121390,48;1855862,02;1121390,48;1855862,02;4449270,63;1855862,02;1855862,02;3,300781793
45.30 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE LONDRINA - UEL;2003;12;28 - ENCARGOS ESPECIAIS;3 - OUTRAS DESPESAS CORRENTES;T - TESOURO;330936,38;-330936,38;0;0;0;0;0;0;0;0;0;0;0;0;3,300781793
45.31 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE PONTA GROSSA - UEPG;2003;12;12 - EDUCAÇÃO;1 - PESSOAL E ENCARGOS SOCIAIS;O - OUTRAS FONTES;1650390,9;0;1650390,9;0;1180029,49;-443,03;1179438,42;237538,25;1179438,42;237538,25;1179438,42;1179438,42;1179438,42;1179438,42;3,300781793
45.31 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE PONTA GROSSA - UEPG;2003;12;12 - EDUCAÇÃO;2 - JUROS E ENCARGOS DA DÍVIDA;O - OUTRAS FONTES;891211,08;0;891211,08;0;0;0;0;0;0;0;0;0;0;0;3,300781793
45.31 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE PONTA GROSSA - UEPG;2003;12;12 - EDUCAÇÃO;3 - OUTRAS DESPESAS CORRENTES;O - OUTRAS FONTES;44346003,39;0;44346003,39;-3119,24;21370631,15;42077,9;17991133,83;2049976,81;17923498,97;2098090,26;17921368,21;17991133,83;17923498,97;17921368,21;3,300781793
45.31 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE PONTA GROSSA - UEPG;2003;12;12 - EDUCAÇÃO;4 - INVESTIMENTOS;O - OUTRAS FONTES;85820326,62;0;85820326,62;85638,78;4387818,36;511646,4;3046000,82;333100,01;2400271,61;333100,01;2400271,61;3046000,82;2400271,61;2400271,61;3,300781793
45.31 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE PONTA GROSSA - UEPG;2003;12;12 - EDUCAÇÃO;1 - PESSOAL E ENCARGOS SOCIAIS;T - TESOURO;150062650,5;5232729,38;155295379,9;37791175,57;153445951,8;20042053,11;150195085,2;22317942,16;150195085,2;22317942,16;150195085,2;150195085,2;150195085,2;150195085,2;3,300781793
45.31 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE PONTA GROSSA - UEPG;2003;12;12 - EDUCAÇÃO;3 - OUTRAS DESPESAS CORRENTES;T - TESOURO;7793046,79;0;7849259,1;0;7849259,1;267800,68;7643321,84;1654250,63;6520230,28;904023,13;5733997,22;7643321,84;6520230,28;5733997,22;3,300781793
45.31 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE PONTA GROSSA - UEPG;2003;12;12 - EDUCAÇÃO;4 - INVESTIMENTOS;T - TESOURO;25224574,46;-22286878,67;2937695,8;0;0;0;0;0;0;0;0;0;0;0;3,300781793
45.32 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE MARINGÁ - UEM;2003;12;10 - SAÚDE;1 - PESSOAL E ENCARGOS SOCIAIS;O - OUTRAS FONTES;16503,91;0;16503,91;0;0;0;0;0;0;0;0;0;0;0;3,300781793
45.32 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE MARINGÁ - UEM;2003;12;10 - SAÚDE;3 - OUTRAS DESPESAS CORRENTES;O - OUTRAS FONTES;13645431,93;330078,18;16121018,28;330078,18;16094612,02;2075652,27;15736236,34;2075213,23;13774675,3;1834607,3;13132246,91;15736236,34;13774675,3;13132246,91;3,300781793
45.32 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE MARINGÁ - UEM;2003;12;10 - SAÚDE;4 - INVESTIMENTOS;O - OUTRAS FONTES;4492364,02;-330078,18;2254433,96;-330078,18;1326914,28;423429,44;916464,34;14874,71;367274,33;31302,4;367274,33;916464,34;367274,33;367274,33;3,300781793
45.32 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE MARINGÁ - UEM;2003;12;10 - SAÚDE;1 - PESSOAL E ENCARGOS SOCIAIS;T - TESOURO;42358635,68;6895527,91;49254163,59;11457521,92;49254163,59;7994491,52;49254163,59;8323706,91;49254163,59;8106163,08;48663511,76;49254163,59;49254163,59;48663511,76;3,300781793
45.32 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE MARINGÁ - UEM;2003;12;10 - SAÚDE;4 - INVESTIMENTOS;T - TESOURO;693289,61;-693289,61;0;0;0;0;0;0;0;0;0;0;0;0;3,300781793
45.32 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE MARINGÁ - UEM;2003;12;12 - EDUCAÇÃO;1 - PESSOAL E ENCARGOS SOCIAIS;O - OUTRAS FONTES;4786133,6;-33007,82;4753125,78;-33007,82;3601152,94;235199,52;3284540,49;235199,52;3284540,49;235199,52;3284540,49;3284540,49;3284540,49;3284540,49;3,300781793
45.32 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE MARINGÁ - UEM;2003;12;12 - EDUCAÇÃO;2 - JUROS E ENCARGOS DA DÍVIDA;O - OUTRAS FONTES;660156,36;0;0;0;0;0;0;0;0;0;0;0;0;0;3,300781793
45.32 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE MARINGÁ - UEM;2003;12;12 - EDUCAÇÃO;3 - OUTRAS DESPESAS CORRENTES;O - OUTRAS FONTES;52121093,93;825195,45;56907227,53;825195,45;50006593,31;4448031,52;46643211,69;4109727,43;41854894,99;3864910,09;40653059,81;46643211,69;41854894,99;40653059,81;3,300781793
45.32 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE MARINGÁ - UEM;2003;12;12 - EDUCAÇÃO;4 - INVESTIMENTOS;O - OUTRAS FONTES;73675628,14;-792187,63;69345002,43;-792187,63;10727349,38;1845011,13;9163682,8;1184569,72;7436596,26;1221570,52;7352542,44;9163682,8;7436596,26;7352542,44;3,300781793
45.32 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE MARINGÁ - UEM;2003;12;12 - EDUCAÇÃO;5 - INVERSÕES FINANCEIRAS;O - OUTRAS FONTES;264062,54;0;264062,54;0;0;0;0;0;0;0;0;0;0;0;3,300781793
45.32 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE MARINGÁ - UEM;2003;12;12 - EDUCAÇÃO;1 - PESSOAL E ENCARGOS SOCIAIS;T - TESOURO;285634241,7;16130564,14;301764805,9;69239690,98;301764805,9;46323282,62;301764805,9;47504574,57;301764262,2;45797173,59;296224653,5;301764805,9;301764262,2;296224653,5;3,300781793
45.32 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE MARINGÁ - UEM;2003;12;12 - EDUCAÇÃO;3 - OUTRAS DESPESAS CORRENTES;T - TESOURO;19220419,37;1059501,44;19593133,75;1059501,44;19593133,75;1995052,52;19593133,75;6641033,01;19496919,49;1577811,99;14427578,92;19593133,75;19496919,49;14427578,92;3,300781793
45.32 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE MARINGÁ - UEM;2003;12;12 - EDUCAÇÃO;4 - INVESTIMENTOS;T - TESOURO;21312890,58;-19914408,75;835625,92;0;597969,63;596603,11;597969,63;34732,38;34732,38;34732,38;34732,38;597969,63;34732,38;34732,38;3,300781793
45.32 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE MARINGÁ - UEM;2003;12;28 - ENCARGOS ESPECIAIS;3 - OUTRAS DESPESAS CORRENTES;T - TESOURO;734258,91;-734258,91;0;0;0;0;0;0;0;0;0;0;0;0;3,300781793
45.33 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO CENTRO-OESTE - UNICENTRO;2003;12;12 - EDUCAÇÃO;2 - JUROS E ENCARGOS DA DÍVIDA;O - OUTRAS FONTES;443724,1;0;443724,1;0;0;0;0;0;0;0;0;0;0;0;3,300781793
45.33 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO CENTRO-OESTE - UNICENTRO;2003;12;12 - EDUCAÇÃO;3 - OUTRAS DESPESAS CORRENTES;O - OUTRAS FONTES;13254520,35;0;13254520,35;792623,33;6291795,12;592832,59;5844905,01;584108,85;5543184,87;584108,85;5542123,93;5844905,01;5543184,87;5542123,93;3,300781793
45.33 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO CENTRO-OESTE - UNICENTRO;2003;12;12 - EDUCAÇÃO;4 - INVESTIMENTOS;O - OUTRAS FONTES;13436822,52;0;13436822,52;275285,2;1854408,92;376473,18;1537966,37;250663,38;1181307,45;250663,38;1181307,45;1537966,37;1181307,45;1181307,45;3,300781793
45.33 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO CENTRO-OESTE - UNICENTRO;2003;12;12 - EDUCAÇÃO;1 - PESSOAL E ENCARGOS SOCIAIS;T - TESOURO;45975698,39;3274375,54;69185145,56;3274375,54;69185145,56;11130584,14;68951700,51;12423396,2;68950908,32;12423396,2;68950908,32;68951700,51;68950908,32;68950908,32;3,300781793
45.33 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO CENTRO-OESTE - UNICENTRO;2003;12;12 - EDUCAÇÃO;3 - OUTRAS DESPESAS CORRENTES;T - TESOURO;16071519,75;0;10229122,78;0;10229122,78;804630,39;10182258,54;786295,07;9769986,9;786295,07;9769551,2;10182258,54;9769986,9;9769551,2;3,300781793
45.33 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO CENTRO-OESTE - UNICENTRO;2003;12;12 - EDUCAÇÃO;4 - INVESTIMENTOS;T - TESOURO;24095707,09;-3274375,54;886259,91;886259,91;886259,91;886259,91;886259,91;0;0;0;0;886259,91;0;0;3,300781793
45.34 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ - UNIOESTE;2003;12;10 - SAÚDE;3 - OUTRAS DESPESAS CORRENTES;O - OUTRAS FONTES;9036253,24;0;9036253,24;0;2158711,29;0;0;0;0;0;0;0;0;0;3,300781793
45.34 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ - UNIOESTE;2003;12;10 - SAÚDE;1 - PESSOAL E ENCARGOS SOCIAIS;T - TESOURO;12853409,34;4788189,99;17641599,33;5436130,15;17641599,33;5674966,73;17641599,33;5698171,07;17641599,33;3546887,39;15490315,65;17641599,33;17641599,33;15490315,65;3,300781793
45.34 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ - UNIOESTE;2003;12;10 - SAÚDE;3 - OUTRAS DESPESAS CORRENTES;T - TESOURO;4815312,51;4049831,51;8142847,14;4049831,51;8142847,14;4256119,67;7849284,95;5042030,74;7815670,48;486976,75;3260616,49;7849284,95;7815670,48;3260616,49;3,300781793
45.34 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ - UNIOESTE;2003;12;12 - EDUCAÇÃO;1 - PESSOAL E ENCARGOS SOCIAIS;O - OUTRAS FONTES;671643,08;0;671643,08;0;377873,5;0;375423,66;0;375423,66;0;375423,66;375423,66;375423,66;375423,66;3,300781793
45.34 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ - UNIOESTE;2003;12;12 - EDUCAÇÃO;3 - OUTRAS DESPESAS CORRENTES;O - OUTRAS FONTES;41613715,25;0;41691283,62;2455989,6;19610344,03;1223442,5;16743690,93;2417351,61;15447300,89;2320301,76;15350251,04;16743690,93;15447300,89;15350251,04;3,300781793
45.34 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ - UNIOESTE;2003;12;12 - EDUCAÇÃO;4 - INVESTIMENTOS;O - OUTRAS FONTES;32297093,6;0;32297093,6;0;5595376,37;313734,29;4250318,48;1785168,06;3713638,89;764146,04;2692616,87;4250318,48;3713638,89;2692616,87;3,300781793
45.34 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ - UNIOESTE;2003;12;12 - EDUCAÇÃO;1 - PESSOAL E ENCARGOS SOCIAIS;T - TESOURO;135477519;610644,63;136088163,6;27939183,62;136088163,6;19319160,48;136081559,4;21336028,33;136081559,4;18885253,8;133491923,6;136081559,4;136081559,4;133491923,6;3,300781793
45.34 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ - UNIOESTE;2003;12;12 - EDUCAÇÃO;3 - OUTRAS DESPESAS CORRENTES;T - TESOURO;15006674,34;0;12754174,64;0;12754174,64;1345945,8;12569358,32;2596346,64;12485897,79;1633869,23;11521888,49;12569358,32;12485897,79;11521888,49;3,300781793
45.34 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ - UNIOESTE;2003;12;12 - EDUCAÇÃO;4 - INVESTIMENTOS;T - TESOURO;15404748,63;-13143713,1;1369824,44;0;1369824,44;-1202670,77;155765,97;144378,28;155765,97;49340,09;60727,78;155765,97;155765,97;60727,78;3,300781793
45.34 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ - UNIOESTE;2003;12;28 - ENCARGOS ESPECIAIS;3 - OUTRAS DESPESAS CORRENTES;T - TESOURO;393981,31;-393981,31;0;0;0;0;0;0;0;0;0;0;0;0;3,300781793
45.46 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO PARANÁ - UNESPAR;2003;12;12 - EDUCAÇÃO;1 - PESSOAL E ENCARGOS SOCIAIS;O - OUTRAS FONTES;166689,48;0;166689,48;0;76951,13;1668,94;10002,06;0;8333,12;0;8333,12;10002,06;8333,12;8333,12;3,300781793
45.46 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO PARANÁ - UNESPAR;2003;12;12 - EDUCAÇÃO;2 - JUROS E ENCARGOS DA DÍVIDA;O - OUTRAS FONTES;66015,64;0;66015,64;0;0;0;0;0;0;0;0;0;0;0;3,300781793
45.46 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO PARANÁ - UNESPAR;2003;12;12 - EDUCAÇÃO;3 - OUTRAS DESPESAS CORRENTES;O - OUTRAS FONTES;13937287,06;-491816,49;14135928,11;37628,91;11076172,7;1396417,95;9488733,49;1277954,18;8926312,75;1321131,67;8909418,76;9488733,49;8926312,75;8909418,76;3,300781793
45.46 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO PARANÁ - UNESPAR;2003;12;12 - EDUCAÇÃO;4 - INVESTIMENTOS;O - OUTRAS FONTES;8151148,61;491816,49;8973010,27;498418,05;2290630,34;505133,13;1823144,38;204226,6;1400119,25;204226,6;1400119,25;1823144,38;1400119,25;1400119,25;3,300781793
45.46 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO PARANÁ - UNESPAR;2003;12;12 - EDUCAÇÃO;1 - PESSOAL E ENCARGOS SOCIAIS;T - TESOURO;85006551,88;-762318,86;84244233,02;20669921,39;81093161,49;14093987,98;79337371,38;14007732,87;79221667,36;15256192,32;79097904,94;79337371,38;79221667,36;79097904,94;3,300781793
45.46 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO PARANÁ - UNESPAR;2003;12;12 - EDUCAÇÃO;3 - OUTRAS DESPESAS CORRENTES;T - TESOURO;14521360,4;0;12338322,34;0;12338322,34;1392749,56;10505114,77;1642702,32;10151264,13;1579831,83;10064254,04;10505114,77;10151264,13;10064254,04;3,300781793
45.46 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO PARANÁ - UNESPAR;2003;12;12 - EDUCAÇÃO;4 - INVESTIMENTOS;T - TESOURO;2023379,24;-1858340,15;165039,09;0;165039,09;0;165039,09;0;165039,09;0;165039,09;165039,09;165039,09;165039,09;3,300781793
45.46 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO PARANÁ - UNESPAR;2003;12;28 - ENCARGOS ESPECIAIS;3 - OUTRAS DESPESAS CORRENTES;T - TESOURO;2846330,16;-2846330,16;0;0;0;0;0;0;0;0;0;0;0;0;3,300781793
45.30 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE LONDRINA - UEL;2004;12;10 - SAÚDE;3 - OUTRAS DESPESAS CORRENTES;O - OUTRAS FONTES;63408438,05;0;65249031,31;0;60287288,83;7869802,97;56582748,97;6512077,54;48665865,86;6445874,35;48599662,66;56582748,97;48665865,86;48599662,66;3,067655445
45.30 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE LONDRINA - UEL;2004;12;10 - SAÚDE;4 - INVESTIMENTOS;O - OUTRAS FONTES;27311336,43;0;25470743,16;0;3991019,73;347267,37;2794672,24;293969,59;1550947,48;293969,59;1550947,48;2794672,24;1550947,48;1550947,48;3,067655445
45.30 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE LONDRINA - UEL;2004;12;10 - SAÚDE;1 - PESSOAL E ENCARGOS SOCIAIS;T - TESOURO;106323189,2;11916338,25;118239527,4;28917622,17;118239527,4;20349086,46;118239412,9;23009445,34;118239412,9;19883734,48;115113702;118239412,9;118239412,9;115113702;3,067655445
45.30 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE LONDRINA - UEL;2004;12;10 - SAÚDE;4 - INVESTIMENTOS;T - TESOURO;0;0;4110351,53;0;4110351,53;640520,08;640520,08;0;0;0;0;640520,08;0;0;3,067655445
45.30 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE LONDRINA - UEL;2004;12;12 - EDUCAÇÃO;3 - OUTRAS DESPESAS CORRENTES;O - OUTRAS FONTES;47596392,12;0;48470673,92;0;41585493,06;3497876,27;34328366,99;3248262,16;29126367,1;3172733,56;29053598,39;34328366,99;29126367,1;29053598,39;3,067655445
45.30 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE LONDRINA - UEL;2004;12;12 - EDUCAÇÃO;4 - INVESTIMENTOS;O - OUTRAS FONTES;91131637,89;0;90257356,09;0;25060625,24;7092287,11;12595474,77;3233596,83;8026563,17;3233596,83;8026563,17;12595474,77;8026563,17;8026563,17;3,067655445
45.30 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE LONDRINA - UEL;2004;12;12 - EDUCAÇÃO;1 - PESSOAL E ENCARGOS SOCIAIS;T - TESOURO;294591768,6;-4638018,94;289953749,7;75117924,29;289953749,7;53964334,82;289953298,3;56141083,89;289953298,3;50201468,37;284013682,8;289953298,3;289953298,3;284013682,8;3,067655445
45.30 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE LONDRINA - UEL;2004;12;12 - EDUCAÇÃO;3 - OUTRAS DESPESAS CORRENTES;T - TESOURO;26259376,02;-3067655,44;23509078,74;0;23509078,74;100204,66;23428537,35;2828587,29;22495174,31;1580986,33;21247573,35;23428537,35;22495174,31;21247573,35;3,067655445
45.30 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE LONDRINA - UEL;2004;12;12 - EDUCAÇÃO;4 - INVESTIMENTOS;T - TESOURO;8282669,7;-3756813,44;3803975,58;0;3803975,58;22613,38;1840574,92;139583,81;1285135,32;139583,81;1285135,32;1840574,92;1285135,32;1285135,32;3,067655445
45.30 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE LONDRINA - UEL;2004;12;28 - ENCARGOS ESPECIAIS;3 - OUTRAS DESPESAS CORRENTES;T - TESOURO;12890134,8;-7085685,89;5804448,91;-1292495,27;5804448,91;515209,91;5804442,99;515209,91;5804442,99;515209,91;5804442,99;5804442,99;5804442,99;5804442,99;3,067655445
45.31 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE PONTA GROSSA - UEPG;2004;12;12 - EDUCAÇÃO;2 - JUROS E ENCARGOS DA DÍVIDA;O - OUTRAS FONTES;828266,97;0;828266,97;0;0;0;0;0;0;0;0;0;0;0;3,067655445
45.31 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE PONTA GROSSA - UEPG;2004;12;12 - EDUCAÇÃO;3 - OUTRAS DESPESAS CORRENTES;O - OUTRAS FONTES;47396810,45;0;47396810,45;-191513,73;19698789,92;409952,3;16579447,89;1722220,85;16356408,17;1736579,78;16356408,17;16579447,89;16356408,17;16356408,17;3,067655445
45.31 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE PONTA GROSSA - UEPG;2004;12;12 - EDUCAÇÃO;4 - INVESTIMENTOS;O - OUTRAS FONTES;76538003,35;0;76538003,35;2456069,25;11267878,84;3202682,26;9892059,42;1250518,58;7473108,53;1250518,58;7473108,53;9892059,42;7473108,53;7473108,53;3,067655445
